ID,tbv_m
3,1.966676
31,4.139587
53,0.7593208
60,1.956913
66,6.402963
87,1.073131
93,0.5391365
105,5.594754
119,5.672598
122,4.237042
184,1.370414
200,1.271755
210,7.901495
267,2.486236
303,-1.121463
313,4.399982
329,-3.240829
332,1.963469
337,9.936841
348,7.170758
373,0.3556517
381,9.001396
392,10.19622
429,1.56681
469,-3.879205
522,4.596061
524,1.557932
543,7.062983
555,3.359972
571,3.476992
574,4.861819
578,5.71227
606,8.103265
644,-3.019008
669,7.97014
704,5.465995
766,6.793304
800,-0.576613
827,4.539925
833,2.266938
834,-1.627332
848,9.212129
856,6.653102
923,5.638227
955,-2.756699
976,7.622738
983,11.14425
1013,1.582404
1022,2.041405
1044,4.597983
1047,4.184326
1069,0.3250516
1091,-2.13561
1092,9.060692
1099,3.034186
1101,-9.217856
1158,-6.263738
1188,-6.205543
1192,-7.775397
1210,-4.313728
1218,0.004667114
1220,-3.729828
1245,-11.44511
1250,-9.203533
1340,-5.544521
1384,-7.871022
1390,-8.352014
1400,-3.687606
1449,-0.5722553
1473,-6.833944
1488,-4.66305
1504,-3.94957
1510,-5.667394
1533,-5.663708
1564,-5.558912
1593,-4.495028
1596,-0.03948065
1614,-7.994688
1616,-6.062951
1619,-5.417905
1621,-3.833429
1650,-5.261061
1664,-11.09323
1683,-4.09546
1702,-4.076562
1762,-13.87007
1763,-4.151453
1773,-12.05317
1829,-1.618064
1832,-9.603432
1873,-7.45674
1884,-2.981595
1896,-6.253785
1913,-6.840758
1955,-9.806664
1975,-13.71968
1996,-9.317995
2001,-1.445931
2029,-6.792723
2032,-9.20206
2048,-9.228208
2052,-2.790344
2065,-3.921066
2078,-3.851483
2080,-7.56925
2095,-4.404094
2104,0.7624064
2120,-10.57197
2128,-8.311495
2175,-6.780971
2177,-4.302708
2180,-3.617405
2190,-8.109266
2203,-8.130739
2220,-10.93725
2237,-4.428569
2253,-5.232119
2259,-5.521806
2261,-5.37634
2262,-7.255101
2269,-7.36423
2278,-3.642545
