ID,tbv
6,-2.993263953710018
8,-2.693885369864261
16,-3.601459388513077
35,-3.473648583409119
59,-4.165075871916703
68,-3.295733921591905
79,-3.9096644088082053
139,-2.894494590877886
165,-2.7340475226141896
208,-3.3548292710148746
243,-3.5729842029909746
258,-3.1115708871177103
261,-4.071111135185342
271,-2.2076613892380044
296,-2.3191068332373908
311,-3.1334683267250396
337,-3.335286249658665
353,-3.492971988334233
364,-3.1233434770704513
391,-4.517087807663306
398,-3.4904800861103613
423,-2.612701255661192
448,-3.1297959742107384
453,-3.3568430828960665
485,-2.9115725070845873
487,-3.113192467922027
497,-3.3785191891075756
502,-2.623972811601445
515,-3.5281394362915206
517,-2.2652971203627095
534,-2.4770159289246267
540,-2.5361038368818334
565,-3.559668542546457
568,-2.1129711966002636
584,-2.9706450625070424
665,-2.7706547454214427
668,-3.2229086760633843
670,-2.847685355502984
682,-3.465839598837146
709,-2.2721768442004673
724,-2.5509845678457745
764,-2.630464275804998
788,-3.201724599871314
795,-2.881648706159705
837,-3.349020049934156
872,-2.3623700534269627
924,-4.067418959471709
934,-3.188383905483265
936,-2.713298691306655
952,-3.223984994336899
1003,-3.308940512679192
1044,-2.384706698473814
1055,-3.113137630335944
1065,-2.1705589467250843
1067,-2.376337459115203
1107,-3.757192259405668
1131,-3.0566157930354994
1154,-3.697110271300592
1170,-3.2003480300997715
1185,-3.0072266707533917
1206,-2.7251391176059645
1211,-3.431045219217399
1253,-2.8503772734758472
1303,-2.450954628969299
1305,-2.114598385649494
1326,-2.522555967053467
1331,-1.8911655217353993
1335,-2.1963433245997144
1377,-3.583373732719479
1380,-3.246362680440114
1391,-2.7308848754744304
1425,-3.6690256740494958
1426,-2.85681037984338
1429,-3.7228789355247707
1521,-4.1167972306644085
1531,-3.5220133101504
1532,-3.0511486298251818
1536,-2.4532638096668005
1560,-2.1887388951913014
1564,-2.598505046366668
1566,-2.810313308322183
1572,-3.3024977754596465
1583,-2.6628912276144527
1604,-1.964198851863826
1610,-2.361770579640283
1613,-1.9899322197369445
1622,-2.685980292288299
1627,-3.366484156169572
1629,-3.1494767896687317
1657,-2.425831092389056
1663,-3.3296697067239567
1673,-4.287784806016453
1700,-2.249453861680729
1702,-2.0469547057184885
1742,-2.6033831073678253
1747,-3.3583191189334083
1755,-4.158060747149792
1775,-2.10808308175622
1827,-3.3133924163668573
1850,-3.392862141091468
1889,-2.6933750868691027
1911,-3.443958205323867
1912,-3.394284076451358
1913,-3.0102523118767506
1914,-3.5325540715456687
1926,-3.11812396282997
1927,-2.517277574183723
1934,-3.4030699886101807
1941,-3.2960363782024844
1969,-2.2739782411799596
2033,-3.1830491211316256
2065,-2.781681927830753
2123,-3.375730341305212
2152,-2.8853523265650627
2153,-2.451391168512692
2171,-2.675138065397788
2191,-2.8608295331375944
2241,-2.611384605262898
2250,-3.7975790230111195
2271,-3.464180317875419
2281,-3.327512674817786
2319,-3.536071286559182
2328,-3.242059045750874
2420,-3.0121007095921906
2501,-2.9078503632286434
2511,-2.9202774960139934
2524,-2.1302123784182
2529,-2.3754714813486104
2549,-2.934978689178495
2559,-3.213563525386309
2568,-2.954751765189454
2595,-3.0561916850149324
2597,-3.5239655464323003
2601,-1.7746416215363057
2644,-2.4220612839859585
2656,-2.685108401718282
2661,-3.542796243604565
2689,-2.3333463938895296
2708,-3.9798033242503497
2750,-2.8631187352382907
2756,-3.027815487149365
2781,-2.557794239331191
2819,-2.4701921367608004
2821,-2.6499307967372507
2961,-3.6907468750590833
2962,-3.728583757304329
3018,-2.906370011194517
3020,-2.295541447154983
3040,-2.979668519126789
3048,-3.539885807756452
3051,-4.655182522169202
3062,-2.1806025093974815
3065,-3.9219244809437845
3094,-2.637821267604778
3099,-4.473081242638647
3160,-3.8892546673778297
3168,-2.0106357710459517
3169,-2.376786466380295
3195,-2.5548825654186915
3212,-2.6442241655128873
3218,-2.782416477804818
3252,-1.8081049303038979
3273,-2.3761177542124248
3275,-3.246962972350986
3291,-3.4777445874724275
3340,-2.8926526477776515
3387,-2.8583798250998087
3390,-2.198414191112734
3414,-2.4876508399715953
3435,-2.2839015564733107
3445,-2.674235469956951
3451,-2.1376435738127033
3455,-2.478331911096854
3480,-2.4457705568836774
3484,-3.3177650935018868
3519,-3.4389941687155603
3544,-1.5485165635311402
3556,-2.2990535325746158
3603,-2.7601803895506056
3604,-3.668246225475949
3631,-2.661640130597694
3635,-3.3785414761254744
3648,-2.531607686842398
3661,-3.324345474159498
3680,-3.102297409065521
3692,-3.0925390676790636
3705,-2.3984882497165754
3728,-2.5847362000598686
3740,-2.5607101858563808
3742,-2.6527501613310593
3803,-2.8680345863950762
3810,-1.5806774901660319
3820,-2.277753908376899
3822,-1.201130552316454
3858,-2.088238998534625
3896,-2.688101576186833
3929,-2.5868836748625683
3943,-2.7732559727672497
3955,-3.6227842878334493
3978,-3.0298911579166643
4020,-3.0686402106743866
4052,-2.33457458286255
4061,-3.2877067364552053
4135,-2.795408246801726
4188,-3.1090953142485565
4193,-2.2145768574789826
4210,-2.965769911800857
4256,-2.964878158515662
4271,-2.6367388116659294
4288,-2.3890141318139206
4295,-2.0714064139569754
4311,-2.8537921930430703
4347,-2.911622629109549
4356,-2.893548833067926
4366,-2.5804517702724024
4378,-1.6636822268341567
4387,-2.593463686471645
4448,-3.330971029419566
4454,-2.038751140648966
4468,-3.0974661372888797
4471,-2.082325546692827
4499,-3.035263502102462
4534,-2.6815848499247457
4552,-2.995652956478966
4561,-2.825639844220879
4580,-1.967357932565856
4588,-1.8805986102778127
4613,-2.9668938628037154
4619,-2.2673334749562124
4624,-3.5452868159236752
4635,-2.1014302337089346
4651,-2.9320422652278815
4687,-3.142099460092812
4699,-2.9836033151780965
4700,-2.7878222626469373
4703,-3.199954437127635
4754,-2.813450285869532
4769,-2.4833871221017083
4793,-2.692044308057399
4854,-2.108511619682746
4871,-2.7037442377526983
4896,-2.549086519606143
4941,-2.668156668680294
4957,-2.8804984697675975
4981,-2.615384430561422
5007,-3.6450855430139315
5015,-2.3965565685580708
5018,-2.3593584315761644
5022,-2.6454486624559173
5031,-2.599292689192686
5043,-3.29296680201639
5056,-2.137515696930914
5085,-2.156271981408696
5094,-3.1476217313012422
5100,-3.123358097036705
5103,-1.8765323464234271
5112,-1.7296163316569064
5120,-2.1828755412211613
5138,-1.9775739766231941
5142,-2.310362703472075
5145,-2.665941477726266
5160,-3.264222531619367
5186,-2.6749212610374062
5192,-2.6631971890906074
5194,-2.8495758148829853
5207,-0.9777108837192366
5221,-2.3372158874368325
5240,-2.7851335952515366
5260,-3.465382838201604
5262,-2.371375701369476
5268,-2.350756072005886
5312,-3.2225522452112836
