ID,y
6,-2.3342302070791137
8,-2.248520184915206
16,-4.46234828092971
35,-3.4122449980939527
59,-6.438693064999759
68,-3.245650040146051
79,-2.3973248680170016
139,-4.819909038979871
165,-2.171203142161327
208,-2.8651433290430375
243,-3.994308513020611
258,-3.636525926853375
261,-4.300311128330576
271,-3.174134677758515
296,-2.4072458459257913
311,-2.1466382610699357
337,-2.891966658353389
353,-4.53856078627533
364,-2.928472518895251
391,-7.542615135153098
398,-1.3094043519056704
423,-2.754745636947299
448,-3.564497275808902
453,-4.821496709501237
485,0.2741941559284111
487,-4.496056649249788
497,-3.702184259788623
502,-2.9475372341958384
515,-5.4799779333929575
517,-0.9079602673790075
534,-2.8068084915560947
540,-1.690664712638343
565,-5.579286331672889
568,0.030838933644731448
584,-0.6218782265029721
665,-4.814212877623955
668,-2.2326328988628763
670,-0.8517109367815969
682,-2.2444484640310574
709,-3.1077209389267333
724,-3.892925559558525
764,-1.6387847410691756
788,-4.722878642625631
795,-3.8700266442350695
837,-3.3393840810411715
872,-3.118076274009969
924,-4.990298091334982
934,-3.557059480449251
936,-2.1626636887807886
952,-1.7563270843657628
1003,-4.285957913855549
1044,-3.368175054908066
1055,-2.9912558462940497
1065,-1.3624787534550373
1067,-1.509577763803399
1107,-2.599790706043503
1131,-3.6990576966815176
1154,-5.241006287398461
1170,-2.8232051166209073
1185,-1.924441786408011
1206,-3.984295015032003
1211,-2.5071974339472574
1253,-2.4204622126383435
1303,-1.6490481533328998
1305,0.17793757505517815
1326,-2.5510737735999536
1331,-3.326953957816998
1335,-2.256133558389779
1377,-3.5818162711651342
1380,-5.105590884381651
1391,-3.026861415804565
1425,-3.6168356765444836
1426,-1.9371723569114399
1429,-4.558288465427057
1521,-2.769088220902285
1531,-3.2416156278067327
1532,-1.9457652942645773
1536,-3.5092632656913
1560,-4.502246854877001
1564,-3.330558746516585
1566,-6.279668901635109
1572,-4.2068620204969225
1583,-3.496843963827673
1604,-4.13633186810838
1610,-3.494681995210334
1613,-3.2748277787369213
1622,-1.7315916663970163
1627,-4.525820845737254
1629,-2.945114484768871
1657,-0.8310308135326516
1663,-2.9321949804672855
1673,-3.597989268212902
1700,-3.1553967786363946
1702,-0.7541336365029321
1742,-1.7326043863577523
1747,-3.5138739422628364
1755,-4.846275165289096
1775,-4.3135895392272845
1827,-4.31296623864966
1850,-1.610246570786143
1889,-2.9135799329565737
1911,-2.8738544388298584
1912,-4.001063871991475
1913,-4.009047240866356
1914,-4.888545885174786
1926,-0.7937421104423588
1927,-3.848885932934755
1934,-4.457823494753223
1941,-5.233001380764976
1969,-1.9125517707106228
2033,-2.619935843757721
2065,-2.7040427827513835
2123,-3.6185839887547218
2152,-3.577997620624003
2153,-5.323247230350919
2171,-1.9402301545375154
2191,-4.397687728189011
2241,-2.4451412342280867
2250,-5.532072888852639
2271,-4.237727838824606
2281,-1.4715986214266867
2319,-2.175989739005943
2328,-3.93293374393587
2420,-2.9677858744034107
2501,-3.4737011879998954
2511,-1.25333533061409
2524,-2.1339171471724785
2529,2.5314981638166105
2549,-4.011281213265487
2559,-2.0017383978112213
2568,-2.776665408504164
2595,-4.066973509962667
2597,-3.66340171719329
2601,-1.1864858874109014
2644,-2.1757788170660066
2656,-2.98417478271655
2661,-4.131273813552724
2689,-0.5183200147725369
2708,-3.8723942682091157
2750,-3.0939641642974656
2756,1.1339404106033482
2781,-0.4962335660086312
2819,-3.086157021026998
2821,-2.48923575527926
2961,-5.547033054633278
2962,-3.6461539956967632
3018,-2.5106779253126352
3020,-2.7186229265378246
3040,-3.5081473301827892
3048,-2.739909851208446
3051,-3.7089905122791826
3062,-2.6848748481395592
3065,-2.6149808495256366
3094,-3.8414915552334867
3099,-3.193226263635471
3160,-2.145671821296226
3168,-1.2703381127109532
3169,-2.2406253204383746
3195,-3.242987945521149
3212,-2.479867751375896
3218,-2.421054518250101
3252,-1.6932218762409827
3273,-2.0944720713058445
3275,-2.800177891575286
3291,-2.804411748678004
3340,-1.9308194921868804
3387,-3.201751653339661
3390,-0.38024021848569767
3414,-2.8396799962698016
3435,0.3186037274466369
3445,-1.6399022006594803
3451,-3.5824188535103634
3455,-2.3593956039769584
3480,-3.336769327648697
3484,-3.4647388298885087
3519,-3.040208954334814
3544,-0.9501770529054987
3556,-2.226909216832952
3603,-2.8986468883114527
3604,-3.1316527707414994
3631,-1.9729868939352784
3635,-2.631842692145557
3648,-3.1290407529841056
3661,-0.9291129272863343
3680,-2.4207089503239527
3692,-4.146070551916344
3705,-3.4862374337424322
3728,-1.7569015826165248
3740,-1.5494570610961422
3742,-1.8287425995381237
3803,-2.3958005881915763
3810,-1.1077579609489787
3820,-3.8510750874046886
3822,-1.0459255977999427
3858,-2.689233391278501
3896,-2.4053029211313297
3929,-3.660813935933263
3943,-3.6215081984523683
3955,-3.7697259295337253
3978,-4.710710803948938
4020,-4.464692869874535
4052,-1.700417236097472
4061,-2.411894817543559
4135,-2.7329857106452518
4188,-4.06778349415769
4193,-3.3624107076941248
4210,-3.136924632779282
4256,-4.538845643672754
4271,-1.4579971091372683
4288,-1.2766586920962089
4295,-0.5352718454354549
4311,-2.828629824587181
4347,-4.459679312174852
4356,-2.2425006862339796
4366,-2.724049276458229
4378,0.2683702292033139
4387,-1.5984075951914076
4448,-3.5386991836930526
4454,-3.012845639120071
4468,-2.8643676966922897
4471,-0.2002597369445407
4499,-2.058727581406666
4534,-2.9795804375793136
4552,-3.4854113331776744
4561,-3.3203990999133497
4580,-2.86810687872001
4588,-0.7959018282105236
4613,-2.6135427022399966
4619,-2.3648222861184833
4624,-5.963336023872474
4635,-1.0621713613695405
4651,-3.5332238636353077
4687,-1.6026824567498386
4699,-2.8927535696896234
4700,-2.3003642443083043
4703,-3.724220718028617
4754,-2.686352879713241
4769,-1.9132047352885106
4793,-2.3015164818037492
4854,0.6357319709105358
4871,-2.3403409512146642
4896,-2.3997574553954695
4941,-5.339560640660005
4957,-3.4092159151979313
4981,-3.2440720090456656
5007,-1.7278252696487093
5015,-3.7952921256846786
5018,-0.5994161311013158
5022,-1.335221602826626
5031,-1.944658386484678
5043,-3.4816123324279795
5056,-2.4497084401093816
5085,-2.355568674981404
5094,-3.4345962993882004
5100,-1.8135315484936463
5103,-5.925622986826546
5112,-2.2328196326363488
5120,-3.556749197980272
5138,-3.665045003778411
5142,-0.5061637605522609
5145,-4.117182091512106
5160,-3.0292353925186712
5186,-1.9362828482111643
5192,-3.546667637230514
5194,-3.7341039520738377
5207,-2.4112611218909885
5221,-3.415831942333848
5240,-2.149106142862198
5260,-1.7286488306938466
5262,-4.5027017543037
5268,-3.4036157389547377
5312,-4.357638969372951
5314,-4.14391577975887
5315,-2.377682665344664
5331,-3.019436565907407
5344,-5.951392563844472
5347,-2.8313939614398165
5351,-2.9982326629368137
5381,-1.9268686480110522
5385,-2.074693044903844
5401,-3.245541556762787
5420,-0.7529397460260403
5422,-4.237060177839506
5427,-3.061427334930618
5432,-1.111429655604917
5474,-3.61639738908306
5485,-0.6898111733710035
5494,-1.433913097133726
5520,-2.6180511575467005
5535,-3.148509976799719
5550,-2.0786332751541914
5554,-0.32788023244736575
5557,-3.710827680483223
5561,-0.8418905487159263
5566,-4.113085407547815
5584,-4.58345708364843
5592,0.07834882354045947
5614,-2.0039097996169453
