ID,tbv_m
49,-0.590453
85,5.378661
106,2.868288
136,3.083627
152,-1.787366
174,5.314088
218,5.287143
347,6.914246
361,-1.090034
367,6.222247
378,8.601487
392,10.19622
405,3.426207
422,5.651872
444,6.386736
462,2.968371
499,3.586146
511,7.291622
517,-2.474591
537,4.937053
555,3.359972
568,7.269484
582,9.682158
614,3.609013
637,3.452561
654,7.668753
665,9.157268
685,4.409775
745,-5.282047
748,6.588298
750,0.3559345
790,6.369799
791,10.23034
797,5.411383
813,5.330669
822,0.04550761
834,-1.627332
836,2.203835
840,-0.5414971
842,1.839594
848,9.212129
856,6.653102
876,1.365142
944,-0.1348538
946,-1.134304
950,6.869058
957,15.42394
984,-2.676612
1014,2.057361
1019,6.525456
1036,2.697895
1059,4.018112
1082,7.415074
1083,2.009408
1099,3.034186
1132,-3.781854
1145,-6.135138
1150,-12.59461
1157,-2.302614
1162,-6.543652
1182,-10.23552
1213,-2.707876
1249,-13.23734
1256,-11.02724
1272,-8.93292
1290,-11.99525
1295,-10.79851
1302,-2.484139
1346,-9.091916
1371,-11.37087
1394,-4.025498
1419,-8.653577
1431,-16.13867
1458,1.714446
1471,-9.457826
1488,-4.66305
1496,-7.572043
1519,-3.303862
1529,-1.245154
1540,-3.890449
1544,-9.798977
1566,-4.243481
1589,-5.393295
1615,-0.3013949
1626,-5.903755
1628,-15.39426
1665,-4.080888
1672,-14.53202
1680,-11.98062
1703,-6.97086
1704,-0.7143981
1714,-10.21731
1762,-13.87007
1776,-3.121532
1777,-3.800353
1818,-5.66922
1829,-1.618064
1843,-6.642997
1850,-10.99158
1853,-2.384386
1877,-12.65143
1897,-1.227254
1970,-5.30947
1981,-12.62551
1997,-6.697954
2000,-9.067653
2082,-3.391327
2098,-6.909427
2100,-9.886675
2107,-8.631372
2137,-11.06761
2143,-2.450779
2145,-4.231275
2164,-0.8697081
2222,-1.229755
2228,-11.08174
2293,-7.410616
2297,-8.830883
2328,-7.66552
2329,-7.136731
2335,-12.10644
2336,-4.589731
2380,-6.135264
2403,-5.363385
2452,-9.98802
2460,-9.081824
2461,-6.830072
2480,-9.396471
2564,-11.68951
2587,-4.229574
2599,-9.389316
2660,-0.2401538
2669,-3.117566
2673,-10.77193
2679,-0.7129272
2685,-10.89788
2689,-5.190987
2693,-7.2433
2698,-7.723244
2705,-8.345604
2714,-12.141
2731,-6.842627
2845,-7.282668
2902,-6.946843
2910,-7.356987
2921,-13.04679
2975,-14.7788
2991,-12.07091
2992,-11.58727
3005,-7.082925
3014,-6.312379
3047,-8.067842
3052,-14.97769
3092,-11.15006
3096,-4.972607
3107,-7.35777
3170,-0.5776929
3198,-9.768283
3202,-10.10487
3205,-4.371367
3229,-8.574038
3236,-1.878238
3261,-6.363653
3265,-6.341612
3268,-0.5780592
3273,-3.40935
3275,-7.786286
3293,-9.232154
3312,-8.243075
3334,-0.7478937
3354,-4.335983
3391,-3.660821
3406,-5.697304
3432,-4.120573
3505,-3.202094
3522,-6.180243
3528,-4.090917
3565,-8.192555
3589,-6.969234
3613,-1.811599
3636,-7.797045
3659,-3.002412
3678,-6.886431
3698,-1.631736
3706,-2.553529
3721,-1.843688
3731,-6.792768
3746,-7.429465
3751,-4.139408
3775,-9.701734
3776,-9.955299
3809,-3.190541
3815,-9.826116
3819,-3.108403
3879,2.310424
3880,-8.439352
3889,-3.357651
3907,-7.44753
3931,-4.429114
3940,-5.909136
3994,-11.74884
4000,-6.738142
4035,-6.869967
4047,-6.93338
4052,-4.337348
4072,-8.868386
4091,-1.00704
4101,-6.620441
4166,-5.932744
4171,-7.210475
4175,0.4900556
4179,-11.18715
4196,0.8340076
4218,0.5935769
4226,-5.421965
4232,-5.189389
4248,-7.762932
4264,-2.259638
4274,-8.354102
4284,-5.038267
4289,-4.584584
4297,-3.607626
4313,-4.27089
4332,-4.816808
4369,-6.641587
4371,-3.897986
4374,-6.896861
4381,-1.650753
4435,-5.043182
4437,-4.061773
4444,-9.228574
4450,-7.599671
4472,-4.51611
4484,-5.150587
4499,-5.659438
4522,-4.266007
4528,-3.412204
4530,-5.226647
4538,-6.499462
