ID,tbv
21,17.37739
92,15.60398
93,19.42753
116,20.57361
128,17.95958
169,21.24085
200,15.29752
206,10.33972
226,24.16167
285,16.11992
288,8.370364
298,12.96096
363,28.91791
376,16.0917
394,15.9948
407,22.33412
429,16.96924
443,25.96549
455,21.9332
466,11.03462
505,22.22412
524,14.85496
587,9.709774
590,17.92721
632,19.08716
641,15.86295
655,20.68536
663,14.70727
708,17.62375
723,10.27266
725,15.43476
750,9.326147
764,8.624556
777,13.89195
825,17.64724
845,17.58043
866,11.05807
900,3.906996
930,14.05203
972,14.97112
997,8.314647
1000,16.29823
1002,15.13255
1018,20.10999
1022,18.46063
1034,13.32819
1036,17.2632
1041,17.2096
1044,22.41389
1061,14.49524
1079,11.47948
1089,13.74316
1096,20.34639
1098,24.7911
1100,17.01553
1107,5.724304
1115,12.44269
1177,13.77079
1209,7.564675
1230,13.29035
1231,6.510638
1242,12.54216
1262,0.5152528
1294,16.79433
1360,6.661464
1364,-0.4210854
1370,0.4113807
1388,2.550894
1418,18.45762
1489,14.03746
1506,11.35767
1508,9.65122
1509,0.1194859
1517,4.234289
1541,11.41663
1552,9.064646
1566,11.2479
1605,9.840558
1657,14.28653
1667,6.367729
1694,7.802924
1733,0.3518552
1741,6.1792
1748,-5.090695
1752,2.195484
1759,-2.296452
1760,5.942454
1796,5.204163
1811,9.085747
1820,10.08291
1878,1.04616
1881,5.947769
1889,9.237109
1962,8.002441
2005,3.06624
2011,5.945682
2031,11.18783
2041,10.94411
2061,2.894015
2091,13.96631
2129,7.679392
2137,4.987346
2196,-0.3333196
2203,2.103578
2223,9.247268
2230,11.55117
2232,7.475551
2236,11.01498
2242,2.859428
2255,5.559182
2264,2.87284
2290,9.717262
2305,5.431191
2331,-7.438955
2363,13.00746
2369,12.02527
2382,-3.279092
2384,7.739941
2416,5.007088
2419,9.64779
2448,8.505137
2461,3.126581
2471,5.01535
2498,11.30906
2507,4.68066
2522,4.587393
2539,9.893198
2548,5.192223
2568,3.835801
2628,4.8187
2654,19.39593
2666,9.862735
2669,9.047038
2670,8.176197
2674,9.735353
2675,11.09776
2716,10.4429
2721,7.155753
2749,7.819009
2764,7.400136
2836,11.95356
2876,9.274024
2878,11.48
2882,15.41763
2906,9.434924
2907,1.957706
2921,1.497882
2927,2.759295
2948,9.044935
2961,-2.979147
2970,7.1977
2979,3.84589
3010,11.14869
3026,6.328388
3058,3.873492
