ID,tbv_m
6,4.990901
8,7.444113
16,4.502573
35,3.992694
59,1.359495
68,1.495117
79,4.389914
139,6.588908
165,0.8886262
208,1.553406
243,3.446833
258,-1.767721
261,-1.069596
271,-2.448412
296,2.319529
311,11.14553
337,9.936841
353,-0.3706042
364,4.648286
391,7.796116
398,2.423073
423,-3.950582
448,8.960617
453,5.659749
485,7.514094
487,11.24989
497,-0.8268535
502,5.517315
515,2.721097
517,-2.474591
534,8.33149
540,3.99391
565,8.658154
568,7.269484
584,4.602419
665,9.157268
668,6.213159
670,1.382374
682,-1.822727
709,2.892433
724,8.991807
764,-0.4528061
788,-1.354816
795,3.14451
837,6.376381
872,10.12161
924,2.291926
934,9.436977
936,7.243921
952,4.815949
1003,6.000246
1044,4.597983
1055,1.929394
1065,2.287922
1067,4.029115
1107,-9.954001
1131,-4.363801
1154,-15.03397
1170,-8.020029
1185,-6.913681
1206,-5.053195
1211,-6.072052
1253,-8.167269
1303,-1.874608
1305,0.2899489
1326,-2.318574
1331,-1.56708
1335,-3.635189
1377,-10.64164
1380,-7.732886
1391,-8.688967
1425,-12.37703
1426,-5.803107
1429,-11.34666
1521,-15.07493
1531,-11.45785
1532,-8.539177
1536,-2.21647
1560,-1.589893
1564,-5.558912
1566,-4.243481
1572,-9.282527
1583,-4.038511
1604,-0.6508481
1610,-3.555181
1613,-0.8383752
1622,-4.269496
1627,-10.63013
1629,-6.312249
1657,-0.810909
1663,-11.5172
1673,-14.38455
1700,-1.559829
1702,-4.076562
1742,-5.270497
1747,-8.28247
1755,-12.44074
1775,-6.628058
1827,-6.605505
1850,-10.99158
1889,-6.065289
1911,-9.690134
1912,-7.252747
1913,-6.840758
1914,-10.4819
1926,-10.55982
1927,-6.770613
1934,-8.328102
1941,-11.7794
1969,-2.379666
2033,-9.901335
2065,-3.921066
2123,-11.28196
2152,-5.022452
2153,-1.596001
2171,-3.846353
2191,-5.882456
2241,-3.352223
2250,-9.574938
2271,-8.295455
2281,-11.23683
2319,-9.325935
2328,-7.66552
2420,-8.166356
2501,-7.76333
2511,-8.306836
2524,-2.668377
2529,-4.047005
2549,-7.145794
2559,-7.469347
2568,-6.175453
2595,-4.760198
2597,-12.57143
2601,-0.3404701
2644,-2.699587
2656,-3.88034
2661,-8.381361
2689,-5.190987
2708,-13.8722
2750,-7.391299
2756,-10.19473
2781,-1.636694
2819,-4.993716
2821,-6.29915
2961,-13.91858
2962,-12.88637
3018,-4.5748
3020,-1.827234
3040,-2.593505
3048,-8.824575
3051,-16.24235
3062,-2.917304
3065,-14.50114
3094,-2.775681
3099,-13.32073
3160,-9.241473
3168,-2.019324
3169,1.228475
3195,-2.920055
3212,-5.193447
3218,-3.844325
3252,-1.664881
3273,-3.40935
3275,-7.786286
3291,-7.769367
3340,-6.558973
3387,-5.926688
3390,-1.915185
3414,-5.05451
3435,-0.8215677
3445,-2.491563
3451,-6.74737
3455,-4.473981
3480,-3.026429
3484,-9.674481
3519,-10.67379
3544,0.9842387
3556,-2.044619
3603,-4.532825
3604,-11.32929
3631,-6.909084
3635,-5.710449
3648,-4.149514
3661,-9.738188
3680,-6.989902
3692,-7.029461
3705,-0.317322
3728,-3.929151
3740,-3.113421
3742,-5.339768
3803,-8.283279
3810,5.313609
3820,0.3180066
3822,4.450217
3858,0.5496102
3896,-5.213378
3929,-3.159316
3943,-5.679925
3955,-11.17401
3978,-3.550336
4020,-7.06651
4052,-4.337348
4061,-6.730294
4135,-7.09013
4188,-5.721464
4193,-2.714809
4210,-4.652866
4256,-4.374796
4271,-6.44775
4288,-4.657539
4295,-2.964441
4311,-2.911783
4347,-6.486851
4356,-4.929295
4366,-5.418008
4378,-0.7374426
4387,-3.844287
4448,-9.169135
4454,-0.6787613
4468,-3.43122
4471,0.5584714
4499,-5.659438
4534,-4.902057
4552,-7.659858
4561,-7.39899
4580,-1.434742
4588,2.287887
4613,-7.878117
4619,-4.219407
4624,-11.41105
4635,-1.720065
4651,-5.251771
