ID,tbv_m
27,2.057799
33,8.921099
44,4.289837
63,5.608663
71,0.8466855
125,-2.449636
131,3.486672
138,0.4952394
157,-6.428781
165,0.8886262
196,2.108466
249,6.418614
307,4.483829
347,6.914246
352,8.680678
363,9.008047
405,3.426207
416,0.08582589
433,-2.48769
437,7.853152
440,4.369152
474,8.058599
477,7.777345
488,3.408671
525,-0.2112448
556,3.752347
577,5.449578
578,5.71227
604,0.2459986
719,2.028365
723,3.131693
737,-1.279728
758,1.896375
769,1.24362
784,2.399199
785,1.030416
786,10.06686
790,6.369799
802,-2.959923
817,5.71383
823,-0.3827502
852,10.39083
865,-2.723013
866,-2.032624
892,6.049763
948,1.296755
949,1.927005
961,3.003752
963,-3.383235
979,8.191445
984,-2.676612
1010,9.232214
1060,5.277654
1074,12.26165
1091,-2.13561
1101,-9.217856
1108,-6.287111
1185,-6.913681
1198,-5.495952
1227,-6.078469
1251,-8.804206
1255,-10.21424
1351,-2.773064
1362,-10.34018
1369,-15.4416
1371,-11.37087
1400,-3.687606
1416,-8.820913
1451,-8.899271
1466,-10.63484
1487,-3.054064
1490,-7.560697
1508,-6.653616
1528,-6.889706
1542,-2.275388
1549,-0.1895081
1624,-9.743023
1625,-6.754727
1634,-12.62615
1641,-11.54301
1682,-10.17981
1695,-7.675526
1753,-11.43017
1755,-12.44074
1783,-2.496594
1788,-8.936503
1797,-10.70948
1823,-4.432457
1849,-1.570451
1890,-3.739639
1896,-6.253785
1905,-4.772155
1920,-3.5175
1938,-6.641917
1945,-6.516481
1960,-3.754809
1978,-2.520938
1981,-12.62551
2019,-9.106014
2025,-7.695
2089,-5.287917
2108,-6.203841
2160,-4.334887
2163,-1.532063
2192,-8.094864
2217,-6.326229
2224,2.768884
2234,-5.695289
2237,-4.428569
2249,-11.69665
2276,-9.408535
2281,-11.23683
2288,-6.779933
2305,-5.669635
2313,-6.307929
2344,-5.940945
2360,-11.08844
2371,-6.435248
2372,-8.309523
2389,-5.815226
2390,-2.208788
2416,-6.87917
2420,-8.166356
2441,-11.35253
2452,-9.98802
2477,-2.463938
2493,-6.433834
2494,-6.447633
2538,-10.27271
2549,-7.145794
2567,8.352022
2602,1.526342
2611,-4.345146
2698,-7.723244
2739,-10.67388
2744,-8.132945
2782,-3.09923
2790,-8.808559
2804,-9.143545
2841,-5.056093
2855,-2.429376
2869,-4.447497
2873,-7.446347
2880,-6.622942
2885,-11.61283
2903,-4.125214
2907,-12.54384
2919,-8.035278
2923,-8.581739
2965,-19.31005
3022,-3.38126
3045,-9.494371
3047,-8.067842
3058,-5.373058
3096,-4.972607
3119,-2.464137
3124,-2.351166
3149,0.09873744
3157,-6.093891
3223,-8.174239
3242,-2.828282
3278,-2.146431
3289,-3.029099
3305,0.7648616
3308,-3.340672
3348,-1.304246
3391,-3.660821
3397,-4.641767
3403,-3.527682
3414,-5.05451
3426,-2.449181
3435,-0.8215677
3453,-8.605747
3463,-10.54969
3474,-0.2202175
3485,-6.331777
3504,-10.00526
3511,-5.736294
3536,-6.96896
3550,-9.479766
3569,2.71444
3580,2.105786
3595,1.047083
3600,-11.84113
3601,-2.585173
3619,-0.3131943
3658,-7.287898
3660,-5.813792
3681,-9.483255
3713,-2.570115
3718,-6.481527
3744,-7.963301
3798,-6.193005
3799,-11.07943
3807,-7.032764
3813,-7.155831
3850,-0.02678479
3869,-7.424306
3875,-5.735887
3895,-6.467213
3897,-4.650289
3908,-8.634719
3930,-6.67577
3932,-2.628794
3983,-8.06233
4026,-1.643174
4030,1.43084
4037,-9.043429
4044,-7.360948
4056,-7.130442
4081,-6.649842
4085,-2.166826
4106,2.660511
4138,-7.072297
4169,-0.5259161
4207,-15.56538
4217,-6.569986
4245,-6.273879
4247,-1.877108
4257,-6.206907
4292,-7.118256
4297,-3.607626
4324,-2.358812
4326,-4.851539
4340,-0.1117532
4341,-1.054414
4362,-3.57071
4390,-4.739676
4436,-5.581688
4459,-8.117199
4465,1.696967
4479,-5.059129
4499,-5.659438
4509,-3.617567
4526,-3.125339
4527,-8.320304
4568,-5.599314
4587,2.865819
4590,3.729707
4642,-9.55291
4644,-5.761205
4649,-8.747627
4750,-5.572028
4800,2.226031
4805,-0.9285741
4850,-6.621078
4852,-9.393589
4871,-4.75547
4903,-8.035805
4931,-10.84089
4966,-11.2248
4967,-8.95568
5028,-8.483132
5048,-7.593004
5054,-2.469043
5103,2.882442
5112,0.603755
5114,-3.637998
5144,-6.528593
5156,5.424927
5204,-4.218862
5205,-3.819349
5208,0.8759479
5233,-4.492347
5268,2.077435
5344,-8.540285
5353,3.403721
5359,-0.8930132
5411,-4.545117
5423,2.914051
5450,0.8789413
5463,-10.95201
5471,-5.215528
5533,-2.521293
5550,-7.762936
5579,-6.380901
5586,-5.749643
5605,-6.06729
5631,-5.707233
5656,-0.03135125
5679,-5.146748
5680,-4.982346
5682,-4.477762
5689,-4.77457
5703,-3.676165
5708,-7.668343
5711,-3.018393
5744,1.344693
5750,-3.552966
5754,-9.733722
5778,-3.891893
5813,-1.091224
5836,-2.406689
5866,-5.716324
5920,-5.404844
5959,-1.734312
5974,-5.150588
6044,0.9003875
6066,4.554505
6106,-3.790758
6121,-0.9640728
6139,2.695503
6149,-4.812007
6150,-8.175802
6154,-7.902626
6159,-3.847021
6186,-8.633489
6218,-3.49122
6224,-7.400239
6227,-8.520978
6251,-1.945785
6255,-8.347113
6274,-5.04036
6332,-3.631345
6334,-2.971847
6340,-8.650385
6364,-3.364423
6367,-7.079354
6385,-5.708577
6392,-3.20576
6401,-2.414943
6444,-2.451254
6446,-5.014826
6480,-2.837618
6516,-2.691107
6528,3.209955
6540,-3.936696
6545,2.684542
6557,-7.137485
6569,-6.743207
6576,-1.638614
6586,-8.26536
6596,-8.940716
6610,-3.037899
6611,-6.997676
6629,-1.170487
6690,-2.221378
6741,-0.6648125
6761,-1.509143
6769,-1.89207
6794,-2.942496
6813,-6.409595
6817,-2.937735
6856,-4.043126
6869,-7.318581
6870,-1.120666
6923,-2.22375
6929,-2.880236
6975,2.402333
6978,-0.6134699
6982,-3.154752
7012,-3.756799
7056,-7.476808
7082,-2.480838
7100,-8.446711
7110,-0.5155383
7119,-2.427958
7127,-5.518257
7146,-4.258785
7236,0.7066194
7275,3.355993
7321,5.907178
7328,-5.245466
7346,1.469397
7368,-7.71806
7390,-5.355205
7396,-0.7110635
7399,3.617184
7406,-4.872519
7420,-7.603056
7431,-8.047296
7436,-11.23704
7438,-2.078578
7456,2.377059
7480,-3.886004
7492,3.896563
7501,-6.830406
7546,2.763059
7577,2.259736
7665,-2.546601
7681,3.854682
7688,0.6595998
7710,-5.161155
7711,-0.9430374
7768,-1.279411
7780,-4.829774
7781,-0.894783
7784,-5.487247
7796,-4.478128
7875,-1.098219
7889,-1.629795
7910,2.550945
7911,-4.962421
7917,-2.471551
7926,-0.8354489
7931,-9.161405
7951,-0.6504262
7973,0.2964123
8004,4.158111
8021,-2.097704
8047,2.87803
8102,3.277041
8129,-3.230957
8145,1.176398
8146,-0.7913092
8168,-5.228996
8176,-2.439514
8186,-4.480796
8192,-7.900188
8251,-3.218365
8283,0.7813679
8333,-0.5004046
8339,-2.819984
8355,7.342522
8367,2.17493
8379,-4.384401
8393,1.281629
8412,-6.807406
8465,-5.220146
8471,2.152631
8474,-0.775328
8496,0.4521087
8515,3.462342
8519,-5.312749
8540,-6.271342
8575,-1.028678
8583,0.2673389
8607,-1.281311
8609,-9.819431
8651,-4.017774
8656,-5.735942
8665,-6.274327
8674,1.035378
8695,-0.8017166
8697,3.996414
8758,-0.3082623
8777,-6.756134
8787,-1.565429
8804,-9.667886
8889,-1.048934
8897,5.336038
8901,-5.535547
8902,-1.310286
8927,2.093759
8929,-1.355176
8937,0.02083863
8942,-1.725588
8943,-8.405902
8983,2.025574
8987,-0.6058753
9003,0.7745446
9012,-1.316888
9016,-0.7461886
9032,0.5046597
9089,-0.462016
9105,-5.172842
9130,-6.167196
9176,-2.670179
9184,2.294583
9192,-1.412044
9210,2.415859
9211,3.528297
9219,-6.311515
9240,-4.116174
9241,-0.8806567
9242,3.818116
9249,-1.184705
9262,0.0218835
9266,-2.611337
9282,9.455345
9311,1.192209
9338,-1.222575
9339,5.403134
9351,4.749245
9361,0.8786003
9381,-1.399318
9405,2.933702
9415,3.022166
9435,-8.034801
9457,-1.111931
9467,-2.474806
9471,-0.7708665
9500,-1.813818
9506,4.635456
9516,-8.435495
9542,-3.176586
9561,-1.273597
9570,4.006845
9639,5.843986
9710,3.856818
9717,-6.217938
9721,-0.4148156
9723,-2.681442
9724,-0.1923633
9752,7.464577
9758,2.673283
9760,-9.708173
9781,-4.225999
9810,3.758254
9861,-0.3144547
9862,-5.349086
9866,-6.546877
9926,-0.8385492
9928,0.6901465
9968,-2.774754
9993,1.986708
10002,0.5957449
10006,0.5916818
10015,-2.707446
10075,-1.95864
10099,3.286448
10119,5.496734
10139,-5.743328
10149,1.76833
10158,7.965172
10175,-1.594571
10212,0.8277643
10239,0.9966463
10247,6.042045
10256,-3.513481
10272,-4.779603
10273,-3.043632
10310,4.656417
10354,8.356482
10367,-5.692976
10369,1.122827
10396,1.095023
10414,-2.766173
10418,-2.360652
10437,-3.928612
10492,-0.2912234
10515,-0.04993179
10542,-0.5166498
10543,0.1596819
10571,0.453759
10572,4.24468
10608,-3.247319
10634,-0.04131872
10640,-5.199912
10670,-6.20001
10671,-4.900934
10696,-9.332643
10717,-1.836563
10847,-0.6383823
10854,8.791278
10871,-0.724083
10888,-5.126632
10908,5.843403
10963,0.9496394
10981,-1.429202
10983,-3.026217
11021,-1.258
11046,1.632002
11051,-2.806955
11089,-1.617925
11103,1.346345
11156,3.11859
11183,3.749065
11206,2.373455
11239,-7.012899
11263,-6.064068
11270,3.863428
11271,-0.2528258
11293,5.115972
11297,1.222874
11312,5.334036
11315,-1.564737
11376,-1.40825
11417,2.196237
11428,4.011749
11429,-2.999717
11437,-0.2047231
11441,2.608191
11490,1.67879
11500,-4.386261
11517,-0.9178602
11523,-2.434723
11545,-0.7282625
11553,9.6913
11554,6.736651
11579,6.799423
11602,-4.893108
11644,0.7245479
11653,4.049298
11712,-1.832379
11718,0.9329684
11764,5.479011
11780,4.025999
11830,-0.7123575
11833,0.5871152
11839,-0.00160543
11851,0.5032093
11891,-2.412419
11937,-2.860523
11942,-3.420808
11984,0.7516508
12020,4.030085
12029,7.840058
12051,1.992904
12070,1.625989
12075,-2.347746
12112,1.774264
12149,-1.738458
12159,1.70693
12175,-1.437268
12205,5.962803
12227,6.247873
12230,5.312033
12236,2.508078
12247,4.381199
12255,-0.1686064
12265,0.8383747
12267,0.3248076
12300,-5.748033
12306,-5.713694
12311,2.13585
12364,2.150928
12370,0.6935752
12391,1.352651
12437,-4.297363
12457,3.09002
12495,-5.46767
12503,-4.630016
12510,-2.24586
12526,4.271196
12529,5.682017
12544,-0.7730736
12551,-2.671204
12564,5.199235
12575,8.257435
12580,-2.54638
12612,-2.640308
12613,1.121494
12628,-3.50867
12647,4.276486
12659,-3.000838
12676,-3.326087
12710,1.023301
12711,3.779851
12714,-0.122345
12765,5.878401
12816,-1.474958
12821,3.3725
12843,-0.898425
12849,2.459844
12858,10.04283
12876,-1.188355
12925,2.841604
12976,-5.677067
12983,4.331993
12998,2.286129
13001,5.859216
13013,6.93381
13048,3.428928
13061,5.439099
13134,6.38734
13145,2.892973
13157,5.827408
13179,5.814555
13210,8.536152
13215,-0.8622132
13248,8.520977
13276,5.969139
13278,9.084047
13300,-0.5807323
13301,0.5286809
13306,3.192142
13320,7.421979
13351,4.658212
13365,-5.642902
13367,6.087291
13372,3.354363
13402,4.792997
13422,5.341341
13425,4.509775
13429,3.599788
13442,6.670968
13444,2.568582
13451,2.003627
13459,7.191999
13467,-4.480325
13492,-3.61601
13496,5.313864
13523,2.340098
13537,2.796353
13569,2.824085
13574,3.503514
13575,0.2217355
13621,5.286736
13696,4.499548
13750,2.660042
13779,6.437284
13791,2.917767
13795,0.2522542
13833,-3.722455
13839,0.1634543
13861,8.272177
13907,3.41814
13976,-1.088106
14043,-2.429827
14045,9.618326
14058,-2.010094
14063,1.483832
14067,-1.552654
14099,-4.292099
14110,1.151631
14124,1.608141
14128,-0.5661857
14142,7.434004
14146,-2.213196
14157,-0.7153772
14165,7.540323
14177,3.012264
14211,-0.8234339
14220,-0.704561
14237,0.3449317
14253,9.653523
14272,0.6852088
14284,6.645887
14297,6.614759
14308,5.138852
14334,4.831419
14365,0.6675591
14368,-2.981526
14370,3.344516
14377,6.055399
14378,6.352003
14381,5.01428
14390,2.273189
14415,4.872963
14450,-1.613356
14463,2.368887
14532,2.779388
14581,0.2520791
14612,7.179348
14683,0.1309582
14685,3.654535
14698,2.488076
14720,8.593201
14765,5.58413
14872,-0.8584219
14905,4.633321
14907,-1.069586
14947,3.744859
14949,6.505998
14966,6.868256
15017,5.715878
15021,4.7394
15036,5.680145
15059,6.374245
15077,-1.155278
15078,3.206185
15084,-0.8502658
15086,4.410736
15091,9.742203
15132,6.956816
15188,0.9667396
15193,9.262917
15202,2.921845
15215,7.427963
15230,1.903571
15231,-0.6545989
15232,3.48606
15245,2.438815
15246,1.411652
15283,0.6113422
15297,1.630994
15319,9.254435
15364,8.861552
15401,3.66032
15428,3.520004
15436,8.035545
15454,3.937267
15456,1.403568
15458,9.746645
15462,9.080506
15494,0.6168958
15514,13.34218
15597,5.420885
15618,0.1914707
15656,4.63181
15702,3.394753
15721,11.93333
15739,4.005497
15740,6.888028
15745,1.795379
15779,1.466542
15805,4.427613
15821,4.103623
15826,7.669163
15873,1.215756
15874,-1.811486
15895,8.196865
15921,5.639788
15929,5.713879
15953,5.314895
15974,7.652784
16069,5.992385
16073,4.667681
16089,3.745376
16096,-1.209129
16097,-2.132302
16098,3.002468
16121,4.726724
16122,10.78226
16135,3.438083
16169,1.777147
16219,-1.236657
16232,8.171228
16256,3.48683
16273,1.012925
16278,7.254319
16288,4.304499
16303,5.770538
16304,9.860476
16305,5.033444
16349,2.766096
16351,4.82817
16371,1.32073
16478,7.507312
16489,-1.012814
16490,3.226782
16513,3.929426
16518,3.992785
16530,5.307963
16572,0.8793437
16582,10.76831
16596,3.118181
16622,8.120389
16644,8.260923
16648,7.357346
16651,1.605821
16656,10.93333
16660,0.1418178
16665,4.214533
16669,-1.584607
16677,6.311892
16689,6.620881
16701,4.706612
16718,4.87802
16726,7.887179
16732,1.985979
16754,1.833728
16756,13.26919
16771,-4.171714
16781,2.789118
16795,5.670573
16809,0.4012473
16860,8.356832
16880,4.303215
16895,1.604327
16903,0.07249083
16970,10.27258
16996,8.865694
17005,0.09974895
17108,3.668783
17130,5.001083
17149,10.41744
17166,3.761824
17200,7.198362
17228,9.885355
17233,5.772675
17238,3.6809
17282,2.267098
17307,4.156335
17316,6.228176
17340,10.48769
17347,3.55778
17378,6.233978
17431,5.25236
17462,-2.821345
17508,11.06822
17511,8.491402
17550,0.1668545
17589,9.861114
17598,7.382297
17612,0.5267629
17630,10.29053
17710,5.727974
17711,4.055441
17725,0.3312653
17729,3.749331
17803,-1.686625
17818,7.368257
17830,4.595494
17845,6.443923
17848,1.1322
17860,8.277859
17923,10.73408
17937,6.381165
17940,6.187282
17974,11.50437
18000,2.385588
18018,2.855003
18081,7.97697
18086,3.136751
18121,0.4051824
18144,5.377405
18154,6.89352
18165,7.303453
18175,8.346738
18184,0.2868449
18190,1.753716
18200,3.310053
18214,6.948452
18236,6.729369
18247,1.031617
18252,4.471423
18255,5.957374
18318,7.069948
18410,4.99701
18433,9.486549
18472,2.838052
18473,7.893542
18481,4.594677
18499,3.073801
18532,8.351733
18548,12.97474
18556,4.063286
18567,3.799951
18576,-1.208049
18579,10.89151
18598,5.792349
18625,0.5546012
18634,9.951729
18670,4.037595
18678,2.991708
18682,13.35882
18688,12.76828
18690,7.731554
18696,2.22292
18726,18.29831
18759,2.753313
18762,5.408575
18764,1.206486
18769,5.502816
18771,4.205825
18787,10.30641
18809,6.389394
18812,10.28949
18821,13.38284
18853,3.223819
18874,2.908586
18887,3.318459
18896,10.35131
18910,7.547363
18917,4.644324
18927,7.808358
18929,7.355514
18986,12.57709
18994,4.827389
18995,5.925189
19015,2.225125
19052,7.316222
19085,7.495655
19107,13.8419
19116,4.614408
19122,8.239773
19181,2.847112
19198,0.2461575
19208,11.82837
19213,10.68999
19216,6.999018
19238,9.293255
19263,4.124036
19277,10.76164
19289,6.630591
19312,7.534535
19355,5.364531
19364,5.843333
19372,11.68569
19373,5.45961
19388,9.149084
19393,9.606822
19426,9.333603
19433,2.465609
19443,1.385231
19474,14.42182
19533,5.777829
19568,7.477284
19606,11.49514
19622,11.49402
19633,11.43365
19640,5.832688
19641,11.81254
19688,6.853601
19714,7.256514
19726,6.308783
19730,1.662834
19753,2.491486
19761,6.726096
19768,6.294364
19781,7.674024
19787,4.213076
19869,-5.076584
19933,10.20742
19936,2.62341
20059,14.74939
20072,8.588378
20087,2.731529
20093,10.46585
20197,5.776254
20213,8.163244
20237,5.13913
20254,2.7359
20269,10.99889
20325,7.825533
20342,3.011367
20383,4.773869
20391,8.831257
20396,13.14374
20397,7.885711
20401,8.647701
20420,3.002777
20428,1.329728
20496,11.22641
20516,5.113859
20517,3.958224
20580,7.76707
