ID,tbv
27,13.67685
33,24.41048
44,15.33033
63,20.98641
71,15.64538
125,13.69174
131,22.6584
138,11.92329
157,7.798054
165,12.29209
196,16.33457
249,17.26637
307,18.2727
347,20.13644
352,24.50671
363,28.91791
405,18.0176
416,11.52273
433,14.62746
437,26.59123
440,18.49503
474,27.26819
477,16.8526
488,16.90378
525,13.43001
556,22.11367
577,21.31246
578,24.13077
604,15.25134
719,17.09024
723,10.27266
737,8.556356
758,16.30042
769,14.59907
784,13.96623
785,13.2822
786,25.40756
790,19.37191
802,7.75167
817,17.13257
823,13.40903
852,18.31169
865,11.16681
866,11.05807
892,19.40572
948,15.06898
949,23.34821
961,17.56101
963,10.39096
979,18.13747
984,12.49346
1010,27.49304
1060,23.90049
1074,26.97137
1091,20.34514
1101,8.737158
1108,12.64049
1185,3.192361
1198,2.834648
1227,4.530803
1251,8.805938
1255,7.215387
1351,10.59505
1362,6.680986
1369,-1.98695
1371,4.649451
1400,11.67384
1416,5.237607
1451,6.655459
1466,5.727851
1487,10.47517
1490,13.98393
1508,9.65122
1528,6.744339
1542,8.574612
1549,17.39554
1624,0.4963191
1625,4.19478
1634,-1.685952
1641,5.445728
1682,5.146104
1695,8.739985
1753,2.074056
1755,-1.111032
1783,12.78615
1788,-1.312811
1797,1.420659
1823,9.915231
1849,16.39961
1890,10.92444
1896,9.28819
1905,7.677533
1920,9.17341
1938,7.02633
1945,11.63863
1960,15.39792
1978,11.88777
1981,-0.3213738
2019,-0.1344667
2025,8.421376
2089,9.614681
2108,7.870668
2160,11.36262
2163,12.58563
2192,7.555117
2217,9.55812
2224,16.97259
2234,10.2348
2237,11.15841
2249,2.865445
2276,0.5766722
2281,6.268132
2288,9.698253
2305,5.431191
2313,11.04457
2344,10.45688
2360,1.53567
2371,9.657207
2372,5.459964
2389,7.504953
2390,9.049181
2416,5.007088
2420,5.99822
2441,5.001829
2452,2.815893
2477,11.46179
2493,11.29062
2494,8.854677
2538,5.714136
2549,5.760298
2567,20.78249
2602,19.70592
2611,8.851146
2698,9.842386
2739,1.118941
2744,6.319541
2782,7.962622
2790,2.661651
2804,3.857886
2841,2.873377
2855,11.98758
2869,9.659582
2873,10.27721
2880,5.088569
2885,3.13874
2903,11.35122
2907,1.957706
2919,9.552744
2923,7.973413
2965,-3.946281
3022,9.493039
3045,3.449159
3047,4.133305
3058,3.873492
3096,10.46663
3119,15.6181
3124,14.01294
3149,14.30944
3157,8.12425
3223,1.667324
3242,10.93078
3278,16.98011
3289,14.09275
3305,14.37781
3308,6.742152
3348,13.63893
3391,13.03852
3397,14.31018
3403,12.4446
3414,8.883323
3426,19.81698
3435,20.54774
3453,8.300172
3463,4.242994
3474,14.39488
3485,8.010276
3504,0.8891583
3511,11.26446
3536,5.728804
3550,6.367193
3569,11.6299
3580,15.41178
3595,9.971411
3600,4.798603
3601,15.20788
3619,15.66038
3658,6.987873
3660,6.824276
3681,5.185244
3713,4.633968
3718,7.444026
3744,-0.5756114
3798,7.406936
3799,5.356314
3807,5.628491
3813,6.81812
3850,13.22136
3869,7.061344
3875,7.373184
3895,8.792722
3897,13.08828
3908,-5.745775
3930,11.51882
3932,18.7975
3983,8.061493
4026,10.87096
4030,19.34947
4037,5.053982
4044,6.372831
4056,7.864488
4081,7.518741
4085,14.61248
4106,19.19512
4138,9.306373
4169,16.15294
4207,1.025678
4217,3.431577
4245,10.27549
4247,11.34559
4257,9.072534
4292,11.93307
4297,11.58862
4324,11.75179
4326,10.56423
4340,14.36394
4341,15.48806
4362,11.4817
4390,12.87895
4436,8.32942
4459,5.342791
4465,14.2011
4479,13.43104
4499,5.582939
4509,14.07559
4526,13.73133
4527,8.204522
4568,10.15571
4587,15.27544
4590,16.74448
4642,2.881161
4644,7.797513
4649,8.709018
4750,14.86966
4800,18.83732
4805,15.61068
4850,8.193061
4852,10.27309
4871,6.169934
4903,13.14096
4931,3.796548
4966,2.925456
4967,4.108989
5028,5.723484
5048,11.1243
5054,16.25038
5103,17.16331
5112,17.27413
5114,13.66509
5144,8.485304
5156,22.79669
5204,15.36995
5205,12.61165
5208,16.27214
5233,10.14037
5268,19.31515
5344,10.07956
5353,20.20421
5359,16.45094
5411,12.66962
5423,17.53151
5450,20.96283
5463,6.744628
5471,11.93429
5533,10.06601
5550,11.42612
5579,10.99212
5586,8.029702
5605,9.414721
5631,17.79298
5656,8.70276
5679,14.12406
5680,8.070275
5682,12.05695
5689,10.33258
5703,15.7204
5708,7.545003
5711,12.95758
5744,24.03338
5750,14.05221
5754,8.50078
5778,11.14738
5813,16.13947
5836,13.82749
5866,8.337157
5920,7.335867
5959,20.59959
5974,13.39925
6044,14.05342
6066,19.6883
6106,10.10726
6121,17.05307
6139,22.19017
6149,11.70181
6150,5.280056
6154,6.460632
6159,9.9397
6186,10.08625
6218,16.20309
6224,8.606244
6227,7.543806
6251,19.85439
6255,10.34238
6274,15.17103
6332,18.27905
6334,18.51131
6340,10.91406
6364,12.70847
6367,14.45732
6385,10.3622
6392,14.18472
6401,15.22893
6444,8.879404
6446,9.847582
6480,16.28211
6516,18.01262
6528,24.27748
6540,12.81904
6545,17.72371
6557,7.576842
6569,4.543005
6576,17.09842
6586,12.23892
6596,7.949338
6610,14.22341
6611,13.90623
6629,13.68515
6690,13.77383
6741,12.75565
6761,11.07656
6769,13.23564
6794,16.35416
6813,11.03625
6817,10.14385
6856,12.58774
6869,11.20347
6870,19.19256
6923,8.533253
6929,6.625137
6975,18.89074
6978,15.59114
6982,11.95201
7012,18.56988
7056,11.03115
7082,12.10749
7100,11.80359
7110,13.83941
7119,15.73086
7127,12.06252
7146,13.87945
7236,15.92928
7275,19.74317
7321,26.97171
7328,15.25508
7346,18.95737
7368,10.95219
7390,13.56995
7396,15.95722
7399,20.74862
7406,19.39994
7420,11.84191
7431,6.567873
7436,11.01776
7438,14.36988
7456,24.45642
7480,13.86503
7492,21.84735
7501,18.13147
7546,18.62415
7577,20.46374
7665,14.18752
7681,21.01388
7688,16.37592
7710,17.24456
7711,15.96089
7768,13.3361
