ID,tbv_m
8,7.444113
10,1.992715
15,2.689372
26,3.449718
39,2.570562
40,7.557659
60,1.956913
71,0.8466855
100,0.9708573
111,-1.996024
115,5.112359
121,8.834207
134,2.705833
139,6.588908
175,11.38648
239,-3.017461
261,-1.069596
277,2.526566
298,2.906283
361,-1.090034
368,7.002545
378,8.601487
393,3.07747
410,-2.191624
461,9.282909
464,-2.12202
489,4.521703
492,2.360264
494,9.848989
530,12.04601
542,8.961582
592,4.963242
608,8.513408
611,6.661947
621,1.799603
637,3.452561
645,-1.445474
677,-5.164352
686,4.674059
731,0.2780727
736,4.365855
797,5.411383
807,5.012124
847,5.276154
857,7.18551
871,-4.413591
918,6.839369
928,5.215634
971,2.53198
985,3.918331
1007,5.802518
1023,9.328575
1037,0.7176571
1044,4.597983
1064,3.392708
1131,-4.363801
1155,-10.41452
1179,-4.677721
1187,-9.237715
1194,-8.171384
1208,-0.04059853
1227,-6.078469
1239,0.01801603
1264,-6.492193
1289,-8.067498
1306,-3.120247
1337,-2.916205
1350,-12.73956
1396,-11.90656
1397,-11.80381
1400,-3.687606
1413,-3.453081
1435,-12.42223
1446,-4.628398
1467,-17.02721
1494,-7.551828
1506,-3.539873
1513,-6.472202
1520,-9.456531
1537,-6.092158
1538,-9.100634
1541,-1.212135
1574,-7.31552
1611,-1.801955
1629,-6.312249
1631,-9.635544
1632,-2.796425
1670,-11.71418
1704,-0.7143981
1731,-0.9412979
1755,-12.44074
1799,-10.39712
1815,-2.361742
1845,-9.365264
1859,3.88835
1866,-9.021681
1928,-9.132341
1968,-8.1895
1978,-2.520938
1980,-5.537284
2017,-8.737128
2038,-6.075567
2044,-7.02271
2092,-3.263598
2106,-7.501357
2107,-8.631372
2160,-4.334887
2164,-0.8697081
2208,-11.10746
2244,-8.428097
2249,-11.69665
2260,-10.4872
2272,-4.787041
2278,-3.642545
2316,-5.933042
2319,-9.325935
2370,-7.125034
2445,-10.68066
2478,-1.367845
2486,-3.107086
2495,-0.4167638
2514,-4.385408
2526,-9.912391
2579,-5.837309
2587,-4.229574
2612,-8.027657
2636,0.3809683
2652,-9.255438
2668,-9.957891
2678,-8.34726
2718,-6.128658
2732,-7.026713
2749,-7.627594
2767,-2.888329
2779,-5.234404
2791,-7.357715
2800,-7.18053
2813,-5.703092
2835,-6.502775
2862,-6.971614
2868,-4.35882
2902,-6.946843
2920,-4.992036
2939,-12.38104
2945,-13.99748
2982,-11.16971
2990,-4.382962
3004,-0.6839897
3014,-6.312379
3016,-6.874296
3018,-4.5748
3050,-5.290954
3076,-11.83897
3095,-3.304264
3100,-11.62881
3130,-5.791605
3154,-3.62815
3161,-6.779028
3163,-0.3414098
3167,-2.026832
3176,-9.748323
3219,-1.424066
3227,-8.724605
3238,-2.625557
3249,-4.170658
3258,-9.128888
3269,-8.554008
3295,-5.02257
3298,-2.571334
3304,-4.942629
3322,-3.826105
3390,-1.915185
3400,-2.495933
3430,3.463232
3453,-8.605747
3507,-5.072835
3511,-5.736294
3518,-0.3505241
3544,0.9842387
3580,2.105786
3614,-3.602827
3624,-5.000456
3640,-7.115456
3647,-7.839856
3694,1.4862
