ID,tbv
2,14.67284
17,19.30954
22,15.12968
31,15.349
84,11.1308
93,19.42753
106,14.89387
146,17.6092
160,21.4301
162,13.84396
170,16.54321
177,14.20776
189,22.70384
200,15.29752
201,18.7924
220,15.37204
222,14.09111
233,15.40404
244,5.84222
258,10.94282
282,11.76664
299,15.92808
317,18.27252
352,24.50671
409,13.84777
411,22.91282
432,19.17577
500,18.18775
520,18.33075
530,27.76584
537,21.91754
550,16.50917
555,15.06772
561,12.58839
586,24.77791
598,15.23011
635,20.98478
636,18.07526
667,20.82872
673,9.18178
741,22.33008
838,15.55646
839,22.14076
843,6.47947
852,18.31169
908,14.9579
919,17.54075
956,18.4366
976,14.05631
994,9.750239
1015,26.43188
1021,26.57634
1047,17.98822
1058,22.85588
1072,15.50286
1111,12.55141
1115,12.44269
1134,9.417797
1142,15.13879
1157,9.211716
1175,9.125758
1195,-2.125826
1243,9.479408
1299,13.65777
1302,12.51714
1346,10.21138
1347,0.9865234
1369,-1.98695
1381,7.923038
1399,5.050984
1408,10.01131
1418,18.45762
1437,0.3461622
1438,0.3810508
1441,10.31286
1456,12.66554
1503,19.4898
1533,6.944586
1537,1.87096
1560,10.21762
1570,7.527479
1576,15.32114
1577,8.813514
1593,6.238198
1755,-1.111032
1772,4.844902
1820,10.08291
1844,11.07584
1847,13.26157
1857,11.87833
1860,8.799722
1884,13.70372
1936,4.520539
1944,4.832861
2002,12.18056
2010,7.147902
2021,1.216534
2024,5.888479
2032,6.768947
2044,2.59661
2051,6.005656
2052,10.08205
2054,8.118061
2068,2.68619
2105,5.622447
2151,19.09657
2158,10.36689
2189,9.5309
2204,4.162677
2207,6.662503
2211,-0.1660751
2247,7.859325
2261,12.9082
2262,8.201718
2268,8.487565
2277,0.7778543
2344,10.45688
2362,10.61896
2382,-3.279092
2412,9.297915
2423,3.472299
2451,7.54573
2469,11.79982
2478,10.97262
2502,-1.036862
2506,5.006267
2547,0.5306899
2564,0.4077088
2571,-3.798753
2583,12.12637
2600,-2.625732
2605,19.56851
2639,-1.41035
2650,16.8967
2661,1.201092
2714,3.024682
2720,12.6148
2741,6.163455
2830,14.1493
2844,5.49637
2869,9.659582
2911,13.89841
2913,10.46944
2922,5.181547
2939,0.5578816
2959,7.759735
2967,9.603722
2973,4.188071
2985,9.289851
2995,4.891646
3043,-2.484793
3046,9.328064
3077,2.999262
3083,6.515524
3097,11.06913
3110,3.260879
3111,8.801501
3199,0.9414381
3218,9.123081
3224,5.084765
3238,11.21254
3244,9.31267
3277,14.87791
3281,11.44686
3303,9.795328
3315,4.392929
3339,12.13863
3341,15.02613
3375,-2.343628
3383,8.915918
3390,11.92621
3408,10.71185
3418,7.296945
3430,12.32703
3446,5.174994
3460,14.03873
3466,11.42068
3519,6.462526
3524,14.41402
3565,10.56273
3602,7.711483
3603,8.47271
3618,8.479129
3668,12.08152
3704,6.08441
3723,13.63528
3776,3.243595
3789,8.114141
3807,5.628491
3838,12.71766
3869,7.061344
3873,8.313541
3874,10.15982
3880,4.854343
3905,9.516807
3948,2.660984
3953,18.6991
3971,11.29553
3974,10.22173
4098,16.82949
4105,9.007537
4120,17.49816
4163,11.69023
4168,21.63345
4170,16.74422
4197,9.7773
4217,3.431577
4218,8.825815
4222,9.361765
4242,10.93098
4243,22.52001
4253,10.73791
4291,9.801606
4307,2.811591
4317,-0.3621966
4340,14.36394
4374,7.031355
4407,15.96701
4438,9.284397
4462,2.89719
4515,12.65548
4531,10.12463
4533,13.45332
4546,13.17218
4570,0.6188703
4604,4.036909
4631,12.80765
4678,11.31747
4681,11.27024
4704,1.781695
4706,7.368892
4715,4.69936
4748,7.620749
4758,3.042645
4769,5.73669
4791,8.167811
4806,10.90903
4816,11.47697
4820,11.89981
4847,8.565763
4860,19.27188
4885,13.12759
4908,15.5187
4923,8.820067
4944,5.883809
4953,16.0011
4989,2.562797
5002,3.318545
5005,9.128219
5049,10.28437
5050,7.95487
5058,6.095971
5072,8.876533
5082,14.2935
5092,15.28038
5103,17.16331
5108,11.43867
5120,13.64463
5124,18.38583
5130,13.65202
5153,4.828792
5167,14.38494
5169,17.16641
5191,14.78789
5192,9.341604
5243,16.983
5246,20.69517
5250,13.66208
5266,21.44486
5270,10.12905
5283,13.8469
5315,6.114838
5352,21.11507
5399,16.38324
5411,12.66962
5415,19.02142
5425,13.77606
5446,5.307353
5468,7.857388
5523,3.631398
5547,18.04571
5556,7.654916
5570,9.794225
5590,6.934111
5655,13.19715
5678,18.78994
5682,12.05695
5689,10.33258
5708,7.545003
5745,25.60426
5768,13.53371
5845,18.24896
5865,9.05616
5872,16.76299
5877,17.46075
5881,6.9832
5890,13.37805
5938,24.38693
5939,8.812312
5966,18.06589
5991,13.18943
5993,6.92094
6042,0.9415142
6047,10.73504
6048,16.68845
6071,11.01725
6131,8.156562
6144,15.77864
6152,12.01852
6161,6.138334
6185,11.76615
6190,14.39426
6193,14.57035
6224,8.606244
6254,19.12744
6271,15.26518
6319,12.46506
6321,15.87995
6330,17.67474
6359,24.09986
6381,12.85484
6437,11.18126
6441,14.31101
6444,8.879404
6514,17.61618
6529,5.829453
6620,7.911712
6632,16.3397
6642,13.20128
6669,9.110455
6675,12.59172
6688,8.459735
6689,8.536312
6700,13.37972
6744,12.8116
6766,18.90982
6799,22.3341
6808,15.96337
6810,12.27166
6846,12.149
6861,19.31091
6894,14.4592
6906,20.04185
6913,11.99673
6941,14.21446
6950,18.70249
6953,19.32231
6973,16.85638
6991,11.66788
7010,7.186795
7018,16.19623
7034,14.78393
7038,19.04401
7087,8.461751
7098,17.53444
7109,23.08791
7113,19.55864
7158,16.71913
7162,8.404022
7171,11.90873
7191,21.96889
7226,12.1926
7238,11.0246
7242,14.51113
7252,18.69427
7255,7.624035
7258,15.29578
7334,10.3073
7337,16.23501
7346,18.95737
7366,17.64884
7387,20.85574
7399,20.74862
7428,17.82748
7431,6.567873
7433,25.23189
7438,14.36988
7455,23.3302
7467,7.1808
7484,18.10916
7513,13.09781
7516,18.53925
7529,18.3732
7571,15.97043
7626,14.04758
7658,12.27082
7663,19.54255
7704,22.06465
7711,15.96089
7713,17.18766
7719,12.21527
7724,19.76935
7758,9.618924
7796,8.57592
7825,21.84296
7856,19.17964
7858,17.64103
7889,16.95804
7922,16.49045
7926,15.72177
7944,7.364259
7961,9.340839
7969,6.86842
7974,17.09971
7988,14.95725
8019,11.57927
8027,16.41588
8041,22.72599
8065,13.83475
8081,19.2403
8101,28.75542
8156,21.0536
8174,23.83821
8196,13.72621
8207,14.58782
8213,18.57816
8236,12.13428
8261,3.6542
8287,10.51479
8429,13.55899
8433,18.16755
8436,14.2165
8442,9.651158
8468,15.75701
8501,9.238617
8527,21.06379
8531,22.28089
8540,7.037161
8559,12.21962
8564,10.39942
8600,13.02478
8612,15.06194
8638,4.860935
8661,12.63752
8689,19.0572
8692,23.40107
8723,8.917134
8731,17.49008
8835,19.9187
8840,25.97879
8841,15.44637
8848,19.04008
8867,18.2891
8893,21.50335
8898,21.30698
8917,13.23776
8947,13.28814
8990,19.38255
8995,13.17805
9032,22.52912
9042,10.78424
9053,17.14187
9069,11.71255
9075,25.08763
9098,19.23618
9109,14.67465
9113,19.1829
9129,23.73724
9130,13.18848
9253,16.50781
9256,16.98133
9262,15.8465
9273,16.35689
9276,18.63093
9284,21.29267
9299,20.22904
9304,25.70421
9307,19.88365
9326,17.24808
9353,19.0241
9357,22.14031
9389,14.98656
9441,23.66642
9449,10.82862
9453,23.55344
9460,13.93204
9487,22.55239
9496,14.91502
9503,16.82759
9542,17.49642
9579,12.58567
9593,21.68903
9613,14.47084
9622,7.344125
9624,17.1709
9660,26.79591
9682,17.57942
9685,21.13872
9690,13.44216
9694,17.45451
9723,18.80633
9729,19.35858
9768,21.34264
9770,8.367992
9783,17.20538
9796,16.13319
9826,21.52467
9845,18.2531
9849,16.91667
9860,17.30253
9869,20.16259
9910,23.49667
9937,16.47167
9941,24.84578
9951,19.03749
9955,21.69711
10019,20.20918
10025,18.28784
10042,23.61868
10094,12.96829
10096,17.02148
10133,16.80687
10150,30.08109
10187,12.9985
10191,9.910622
10216,24.22053
10227,10.84355
10261,23.5545
10278,20.01363
10283,18.65153
10342,28.92637
10344,20.02274
10352,15.0127
10360,23.41333
10361,13.80901
10388,12.11132
10497,14.1903
10587,14.59301
10603,25.54696
10623,18.41448
10642,11.20959
10679,9.982264
10685,15.14038
10704,19.02372
10716,23.52821
10732,21.20868
10738,17.82455
10757,17.56544
