ID,tbv_m
12,3.170238
22,3.476304
33,8.921099
83,-0.395053
130,5.545887
150,8.530093
159,4.369513
187,-0.04521947
193,4.961347
204,7.616268
217,-1.439428
222,-3.157536
235,7.175554
238,0.1892898
246,4.367065
247,3.996382
248,-1.366549
252,4.475896
256,-1.424104
322,5.692194
400,5.184848
440,4.369152
447,5.932153
451,0.7656514
464,-2.12202
487,11.24989
534,8.33149
570,-0.8192502
577,5.449578
589,1.100599
609,9.117715
644,-3.019008
664,12.041
689,-1.562556
714,7.188278
715,11.35851
716,3.289674
722,2.342721
724,8.991807
728,6.962839
801,-4.053866
811,0.4032347
841,2.991274
908,2.935245
914,2.022246
917,5.46232
924,2.291926
954,1.86842
966,3.150495
1015,10.21403
1019,6.525456
1061,-0.2519838
1070,0.6811478
1078,5.185966
1094,1.374595
1103,-7.006543
1158,-6.263738
1170,-8.020029
1185,-6.913681
1198,-5.495952
1255,-10.21424
1260,-13.56051
1283,-4.397792
1302,-2.484139
1316,-3.617056
1318,-9.431943
1335,-3.635189
1341,-10.6125
1354,-9.362883
1370,-11.42347
1375,-12.01136
1402,-3.436799
1424,-8.839045
1441,-0.283715
1443,-5.016367
1447,1.004314
1464,-11.25258
1538,-9.100634
1588,-11.89388
1621,-3.833429
1681,-8.167782
1687,-2.260278
1733,-7.17345
1736,-4.916638
1738,-1.751572
1754,-10.94322
1780,-8.213634
1815,-2.361742
1828,-3.678961
1829,-1.618064
1834,-3.340907
1843,-6.642997
1853,-2.384386
1862,-9.758397
1910,-12.68803
1915,-8.667903
1929,-11.44727
1940,-12.01854
1954,-0.3472166
1996,-9.317995
2002,-4.563658
2027,-5.372128
2048,-9.228208
2086,-5.817248
2108,-6.203841
2113,-12.9174
2130,-7.66273
2134,-9.244622
2136,-8.517554
2141,-4.094501
2142,-5.567582
2157,-7.64008
2184,-12.60168
2196,-13.42449
2202,-8.840042
2208,-11.10746
2212,-5.302901
2214,-2.558446
2224,2.768884
2238,-6.449506
2325,-2.45835
2354,-2.193738
2368,-4.778895
2401,-4.401194
2404,-8.962983
2406,-9.971245
2417,-12.34237
2440,-5.988918
2485,-8.148167
2486,-3.107086
2556,4.048912
2569,-8.666312
2579,-5.837309
2585,-1.130025
2589,-11.1014
2629,-4.465969
2657,-0.66366
2731,-6.842627
2777,-3.015889
2825,-2.606137
2836,-4.888644
2847,-8.75778
2851,-10.1032
2863,-5.407065
2886,-7.901461
2897,-7.5419
2940,-12.40837
2948,-9.695536
2970,-5.393663
2974,-13.19054
2996,-10.63644
3033,-5.233494
3058,-5.373058
3074,-13.15939
3076,-11.83897
3123,-7.093321
3135,-8.455308
3138,-3.12739
3148,1.048108
3170,-0.5776929
3256,-7.155687
3266,-10.78599
3275,-7.786286
3359,-4.126359
3371,2.239113
3381,-7.02629
3410,-4.906161
3418,-6.714634
3419,-0.6141044
3433,-11.00365
3435,-0.8215677
3442,-4.458414
3456,-5.280746
3496,-4.806069
3543,-1.788336
3546,-2.815235
3558,-4.109776
3582,-2.995291
3589,-6.969234
3606,-6.167645
3640,-7.115456
3653,-8.262304
