ID,y
26,4.471969999999999
34,11.886869999999998
73,-0.45743000000000045
92,-6.219844
133,3.256990000000002
146,3.82128
162,-5.709785
173,-1.5703399999999998
176,0.1421600000000005
258,-4.2528369999999995
264,2.9426419999999993
284,5.927548
293,2.1130520000000006
295,3.4688299999999987
302,12.36699
353,-5.527526
368,8.096939999999998
373,4.48865
375,3.3620399999999995
420,14.646880000000001
426,8.383079000000002
428,6.552579999999999
442,1.6032399999999996
444,9.09864
516,0.16460000000000008
545,0.10239000000000154
604,6.324939999999998
654,8.866159999999999
678,8.50522
732,6.674470000000001
759,-2.0910699999999993
786,7.47415
796,17.457069999999998
803,0.6924700000000001
828,0.23391999999999946
851,8.044856
852,9.632090999999999
855,-6.29876
866,-9.076768999999999
880,-12.5284824
896,8.206620000000001
902,1.6119900000000005
903,5.795037000000001
922,10.10614
946,-3.842525
951,-8.693604
952,5.433639999999999
987,-8.528174
992,0.17432999999999943
1024,1.330169999999999
1046,2.723749999999999
1073,9.09578
1080,12.002350000000002
1089,0.0817199999999989
1099,10.599439999999998
1137,-14.510511999999999
1144,-9.165377000000001
1146,-12.833243
1150,-16.5835027
1166,-5.83522
1193,-12.382689
1206,-2.14687
1228,-11.216591
1246,-23.828638
1247,-11.714246
1263,-8.953940000000001
1281,-5.94946
1289,-8.945057000000002
1322,-0.5173300000000012
1348,0.06193000000000026
1398,-13.145482000000001
1435,-15.828106000000002
1450,0.6157900000000005
1474,-6.512016000000001
1480,-11.269324000000001
1517,-6.0351159999999995
1538,-6.370729999999999
1562,-1.565839999999998
1563,-12.877882999999999
1571,-3.456669999999999
1622,-6.418334000000001
1627,-5.9107378
1633,-17.02629
1643,-5.240862999999999
1650,1.1050699999999996
1655,-16.468532000000003
1733,-15.495224
1744,-6.667988000000001
1768,-1.3894300000000008
1787,2.433616
1849,1.3336100000000002
1852,0.3495000000000008
1866,-2.4847480000000015
1892,-9.235909
1900,-13.565999000000001
1901,-0.9411000000000005
1929,-10.440294399999999
1945,-2.6730600000000013
1949,-3.7901200000000017
1960,-9.927391999999998
1994,-6.477133
2011,0.08361000000000018
2041,-5.50578
2043,-16.769452
2051,-2.966627000000001
2057,-10.086319
2162,-10.846193
2188,1.4238600000000012
2194,-4.692210000000001
2201,-3.134073
2202,-6.233199000000001
2243,-12.680885
2248,-18.049387
2258,-14.850069000000001
2314,-2.5146300000000004
2327,-6.603435000000001
2334,1.8998109999999997
2336,1.889488
2380,-4.375350000000001
2382,-9.561675600000001
2392,-12.835561
2410,-3.859876
2433,1.4129799999999992
2439,4.623539999999998
2459,-4.611649999999999
2462,-9.455433
2473,-9.598984
2501,-11.699651
2515,-14.412268000000001
2533,-12.036982000000002
2560,-0.47746000000000066
2585,2.258849999999999
2660,7.819980000000001
2714,-15.953872
2722,-8.291015
2728,-13.896271
2740,-10.7180003
2752,-8.941778000000001
2763,-8.383406
2767,5.055180000000002
2769,4.499860000000002
2787,-1.3230700000000013
2799,-4.710405000000001
2813,-14.4427521
2814,-6.203504000000001
2841,0.18195399999999928
2885,-7.744885999999999
2925,-5.428140000000001
2930,-14.475659519999999
2936,-3.002510000000001
2980,-7.098497999999999
2981,-14.459733
3055,-14.678676
3056,-16.539777
3096,-14.5041955
3108,-2.81846
3128,-1.5932490000000001
3147,-10.290996
3172,-9.82919
3174,-5.102080000000001
3205,-1.922089999999999
3235,-5.08879
3261,-5.965885
3303,5.572006
3314,2.876809999999999
3326,0.8788600000000013
3328,9.1155
3333,-8.140087999999999
3341,-7.318299
3345,-12.403385
3347,1.4428299999999972
3389,-6.072478
3390,-3.4826099999999993
3410,-9.00686863
3438,-7.624852000000001
3442,1.936790000000002
3517,-0.5061900000000001
3531,-7.542929999999999
3582,-2.6708990000000004
3623,-7.008244999999999
3636,-14.672218
3664,-8.656446
3675,1.0660099999999986
3685,-4.506077999999999
3689,-1.6631300000000007
3694,8.456689999999998
3710,-8.98119
3712,-5.498950000000001
3750,-6.198243
3770,-2.0818699999999986
3799,-19.025482999999998
3826,-12.7053113
3863,3.291009999999998
3894,1.4141999999999992
3905,-12.700258000000002
3954,-2.8751999999999978
4006,1.4235600000000002
4013,-7.167326999999999
4023,-0.7858899999999984
4030,-2.6439400000000006
4039,2.906970000000001
4079,-10.29486
4090,5.150920000000003
4108,-5.168242
4109,-0.6857530000000001
4154,-10.4437736
4168,3.6994599999999984
4199,-16.455216
4246,-10.915365
4252,-4.845932000000001
4296,-2.2646879999999996
4309,-5.6084700000000005
4312,-10.4510522
4332,0.827399999999999
4340,1.1991499999999995
4350,-13.570306
4361,0.8449299999999997
4362,-4.125959999999999
4364,0.3483799999999988
4380,-14.037568
4395,-1.597389999999999
4403,-4.0846
4422,3.76563
4440,-7.229871999999999
4472,-4.329956000000001
4482,-6.890130000000001
4505,-14.407622
4558,1.034892000000001
4568,-9.563219
4575,-13.15215884
4583,-7.05922
4606,-8.338276999999998
4617,-9.858471999999999
4637,-8.481798999999999
4641,-10.122888
4651,-2.2622500000000016
4653,-2.241188
4665,-8.2335
4697,-2.645240000000001
4710,1.6362500000000004
4716,-16.302787000000002
4731,-2.62359
4739,-4.93355
4792,4.226478
4816,-4.82005
4869,-6.298943000000001
4876,-5.770891000000001
4899,-12.616641000000001
4915,-4.039480000000001
4988,-7.247821999999999
4990,-10.49747113
5021,-15.517166
5039,-13.0214462
5065,-10.61439
5076,-8.566711
5159,8.091380000000001
5190,0.3756199999999996
5200,-3.60633
5221,-0.9754199999999997
5243,0.9628399999999999
5247,-14.71012
5256,-5.734699999999998
5260,-5.578099999999999
5339,0.6806000000000019
5344,-7.991809999999999
5350,-3.0805099999999985
5391,0.5378100000000003
5397,-11.072046
5430,3.9989800000000013
5439,1.7653300000000023
5442,-3.149750000000001
5474,-21.114227
5491,-9.537500000000001
5498,3.2848599999999983
5549,-2.860949999999999
5568,-5.62687
5569,-9.941854
5587,-10.400428999999999
5614,-17.813045
5651,-11.3554541
5654,-8.471753
5663,-6.072140999999999
5695,8.38311
5712,-3.1455400000000004
5744,-1.417550000000002
5769,-5.729955
5783,-5.145920000000002
5819,-8.388316000000001
5829,3.4093100000000014
5856,-2.6850749999999994
5858,-11.421217
5863,3.1836499999999983
5870,-13.907368
5874,-1.157309999999999
5890,3.480520000000002
5892,8.522300000000001
5907,-4.439519999999998
5926,-4.831910000000001
5958,0.8469300000000004
5966,-0.8304100000000005
5968,-12.372834000000001
5979,5.87426
5988,-8.042345999999998
6000,10.30202
6033,-11.095585999999999
6042,-18.645849000000002
6070,-1.90963
6111,0.7901900000000026
6136,-3.4909
6160,-1.8149999999999977
6182,-1.5283100000000012
6230,0.11036999999999964
6231,3.5944600000000015
6243,-3.6750400000000027
6291,-0.5666400000000031
6310,-9.074325000000002
6338,-3.743949999999998
6346,-14.907532
6354,-6.431329999999999
6365,-1.0812500000000007
6372,-2.566040000000001
6378,-10.457760000000002
6382,-6.47024
6438,-2.796900000000001
6457,-10.410043
6480,-2.4042100000000026
6491,-9.154051
6511,-3.8604600000000016
6512,4.530480000000001
6513,-14.01934
6551,-1.668759999999999
6556,-4.062778000000001
6571,-14.809445999999998
6600,-10.038952
6619,-6.634088
6678,-3.6072749999999996
6683,2.1685300000000005
6689,0.8070099999999991
6707,-3.92281
6718,0.28268000000000093
6720,-5.686618999999999
6751,-6.9198699999999995
6793,-17.7787411
6802,-3.66179
6845,-13.686506999999999
6908,-2.2859799999999986
6929,13.088667
6990,-16.411474000000002
7007,-2.496079999999999
7021,0.08610999999999791
7052,-13.674049000000002
7075,-3.102899999999998
7080,-2.4669000000000008
7082,-6.297173999999998
7095,-4.951729
7103,7.19913
7145,-11.472045999999999
7166,-13.244288999999998
7192,-3.1301500000000004
7241,-7.156182000000001
7253,3.4823899999999988
7268,8.4583
7270,-0.5139099999999992
7297,-2.3845100000000023
7314,7.1946600000000025
7366,4.5132600000000025
7375,7.997149999999998
7382,1.58906
7398,7.279500000000002
7399,5.292489999999997
7407,-2.6878300000000017
7409,-14.429810999999999
7414,-8.81916
7415,3.2323699999999995
7416,15.60558
7428,-2.4795900000000017
7461,-9.39008
7470,-2.218119999999999
7499,-0.20056000000000118
7577,5.191369999999999
7578,4.875440000000001
7590,3.3032199999999996
7603,-7.339243999999999
7633,-12.640649
7660,-8.45992
7675,-0.1358700000000006
7698,-10.243326
7702,-9.103939999999998
7766,-7.054009999999998
7768,-11.59285
7883,-7.8760249999999985
7921,0.6553100000000001
7923,1.712299999999999
7959,2.9553900000000013
7969,-6.764823999999999
7975,-3.2250300000000003
7983,1.6920099999999998
8015,5.453409999999998
8022,-8.815334000000002
8053,-5.9769999999999985
8067,-8.552405
8083,-1.7427399999999995
8111,0.263539999999999
8128,-13.192074999999999
8149,-8.290999999999999
8198,5.722010000000001
8204,-5.480839999999997
8214,-0.06406000000000134
8237,-12.007656999999998
8256,8.61882
8260,-3.7108600000000003
8266,-7.620900000000001
8269,2.6956100000000003
8296,-6.547879999999999
8310,-8.044034
8326,-12.0126886
8347,-4.166729999999999
8348,0.3297399999999975
8384,-8.95202
8420,-0.5899599999999996
8490,1.1234500000000018
8491,6.424250000000001
8499,3.514900000000001
8514,-1.7114499999999992
8519,-2.874290000000002
8563,-3.5106200000000003
8578,2.03472
8580,-5.258980000000001
8634,-0.66066
8643,-4.610189999999999
8649,-2.3446499999999997
8654,-0.08489000000000146
8681,2.0875100000000018
8688,0.2177199999999999
8703,-1.3838720000000002
8735,-0.0176400000000001
8750,-8.755603999999998
8756,1.92699
8759,-7.414209999999999
8787,-3.4163999999999994
8795,-1.1626600000000007
8809,-9.249608
8869,3.115560000000002
8873,4.179030000000001
8886,-3.077449999999999
8902,1.518939999999997
8934,-2.7770699999999984
8954,8.31595
8979,3.778979999999997
9057,9.10061
9061,3.0626999999999995
9062,-6.07849
9073,-4.587
9077,-12.96209
9081,4.05218
9102,-5.52796
9148,3.3623899999999978
9166,-13.086562999999998
9176,6.07329
9179,-2.6947200000000002
9194,4.462209999999999
9240,-5.669960000000001
9270,-6.064716000000001
9298,-5.158960000000002
9304,-3.0745900000000006
9315,3.0286299999999997
9346,2.7783999999999978
9393,7.415330000000001
9403,-0.26084000000000174
9424,3.138460000000002
9456,5.38186
9521,6.49926
9537,0.8260199999999998
9544,-14.316522
9555,-4.461500000000001
9576,-11.077694999999999
9620,-0.6561299999999974
9633,5.36364
9645,-0.7104299999999988
9646,-8.519732000000001
9668,2.2438499999999983
9688,-2.267599999999998
9701,-2.6845399999999984
9712,-3.528929999999999
9713,0.9171900000000015
9724,-1.7780400000000007
9726,3.443089999999998
9728,1.8318399999999997
9745,0.7549299999999981
9754,4.96951
9770,2.5968600000000013
9830,-5.7155000000000005
9836,-2.1040899999999993
9881,-3.7497500000000006
9885,1.9941500000000012
9889,3.2637800000000006
9904,-5.557150000000002
9911,-3.5896599999999985
9925,8.946479999999998
9970,-5.929440000000001
9983,-4.46754
10013,-8.51088
10014,6.484189999999998
10041,-3.112099999999998
10080,0.338630000000002
10091,-4.096810000000001
10095,1.0143799999999992
10105,0.06681999999999988
10113,1.2024299999999997
10120,7.728910000000003
10122,-6.749979999999999
10127,-8.056216999999998
10140,10.658189999999998
10147,0.8569709999999997
10219,3.4295600000000004
10220,4.954940000000001
10234,-0.16674000000000078
10263,-5.640219999999999
10318,-5.083620000000002
10339,1.9485099999999989
10355,1.8081800000000001
10382,0.8434300000000015
10406,1.1222899999999996
10407,12.685329999999997
10417,7.82638
10450,-0.5942800000000013
10498,3.7608700000000006
10523,2.7766800000000025
10556,-2.501710000000001
10566,-4.965160000000001
10618,2.42699
10626,10.773219999999998
10633,-0.3173900000000014
10646,-1.7309000000000019
10661,-9.406872000000002
10669,-6.76268
10686,-4.806699999999999
10699,4.561609999999998
10737,1.971239999999998
10780,7.30245
10786,-1.3244299999999996
10857,5.670859999999999
10879,6.1069700000000005
10909,0.00046999999999997044
10914,-2.372729999999999
10923,-1.55978
10924,-5.83902
10961,-1.1309400000000025
10972,-6.056000000000001
10979,-2.994860000000001
11056,2.2066899999999983
11089,1.3999399999999973
11094,-7.358420000000001
11095,-4.38889
11096,-14.439316
11135,-4.986120000000001
11141,3.1407799999999995
11148,12.74801
11151,6.449290000000001
11205,6.66676
11212,16.20657
11254,-7.451530000000002
11257,-5.638
11264,-6.1442099999999975
11292,-8.937361
11307,7.00206
11329,-11.484626
