ID,tbv
13,14.75681
15,22.15858
19,6.440553
55,14.17065
102,23.73548
115,20.16719
121,18.25513
165,12.29209
210,21.71179
221,12.91355
231,10.68652
249,17.26637
253,14.95893
277,16.0953
332,25.12031
347,20.13644
361,10.82903
373,15.24002
382,8.086548
383,19.3239
414,17.69003
471,16.83427
508,10.74243
528,11.91467
548,20.20845
556,22.11367
568,16.18113
585,20.01764
592,18.03081
595,17.96479
645,6.188163
655,20.68536
657,12.75218
668,21.9593
700,21.65675
708,17.62375
715,23.08393
722,10.01784
750,9.326147
784,13.96623
805,14.4386
823,13.40903
850,12.79614
858,23.05211
864,21.49154
924,15.48999
934,21.72461
941,23.33056
944,15.44921
968,13.94417
983,34.00225
1000,16.29823
1053,24.31826
1065,17.90492
1084,13.52154
1190,-6.07039
1195,-2.125826
1205,10.44207
1222,8.813383
1236,10.25156
1245,5.794223
1248,6.31977
1268,10.4059
1273,12.1838
1277,4.665623
1290,3.840842
1292,10.18875
1320,5.2858
1348,6.230324
1370,0.4113807
1379,4.820444
1387,2.41809
1390,6.990932
1416,5.237607
1445,10.5707
1493,9.596422
1496,7.257399
1508,9.65122
1511,3.576341
1538,4.158582
1539,2.961738
1548,10.7959
1564,9.058775
1612,11.17697
1670,-2.399092
1675,5.686941
1717,8.011813
1723,7.052206
1851,11.13074
1856,10.71297
1877,-1.568262
1891,5.637501
1896,9.28819
1920,9.17341
1935,11.62943
1937,-3.332716
1940,-2.012768
1942,8.937393
1953,11.16492
1965,15.36799
1976,7.878897
1981,-0.3213738
2001,15.33253
2004,2.292096
2028,0.816682
2074,8.161434
2086,9.253536
2092,10.78395
2093,12.06454
2097,12.05397
2109,5.934705
2114,4.880929
2132,8.077979
2154,16.5568
2169,16.29945
2178,8.570639
2196,-0.3333196
2263,-6.86316
2277,0.7778543
2280,2.660341
2299,6.667292
2327,2.098555
2335,-4.11298
2341,5.273787
2355,7.67392
2359,8.361466
2398,-2.041527
2400,1.027959
2433,10.66589
2520,7.56468
2534,12.18102
2551,12.97384
2626,2.827949
2649,14.19319
2671,9.565215
2682,5.098047
2709,16.8104
